FID,condition_model,Criticality_SCR,Condition_Score,criticality_model
0,280,30,280,30
1,320,90,320,90
2,160,90,160,90
3,200,120,200,120
4,200,30,200,30
5,200,30,200,30
6,200,30,200,30
7,200,30,200,30
8,320,210,320,210
9,200,210,200,210
10,360,210,360,210
11,200,210,200,210
12,400,210,400,210
13,200,210,200,210
14,360,120,360,120
15,320,120,320,120
16,240,120,240,120
17,320,120,320,120
18,160,210,160,210
19,200,30,200,30
20,360,210,360,210
21,200,120,200,120
22,240,120,240,120
23,200,120,200,120
24,200,120,200,120
25,200,30,200,30
26,240,30,240,30
27,240,30,240,30
28,240,30,240,30
29,200,180,200,180
30,240,180,240,180
31,280,180,280,180
32,240,180,240,180
33,280,180,280,180
34,240,180,240,180
35,320,210,320,210
36,240,210,240,210
37,320,210,320,210
38,240,210,240,210
39,360,210,360,210
40,320,120,320,120
41,320,180,320,180
42,320,180,320,180
43,160,30,160,30
44,320,30,320,30
45,200,30,200,30
46,200,30,200,30
47,240,30,240,30
48,320,210,320,210
49,160,210,160,210
50,160,210,160,210
51,200,210,200,210
52,160,210,160,210
53,160,210,160,210
54,160,210,160,210
55,160,210,160,210
56,160,210,160,210
57,200,210,200,210
58,160,210,160,210
59,320,210,320,210
60,320,210,320,210
61,120,210,120,210
62,160,210,160,210
63,200,210,200,210
64,160,30,160,30
65,120,30,120,30
66,240,210,240,210
67,240,210,240,210
68,280,210,280,210
69,200,210,200,210
70,240,210,240,210
71,160,210,160,210
72,240,30,240,30
73,160,120,160,120
74,320,120,320,120
75,160,120,160,120
76,160,120,160,120
77,200,120,200,120
78,240,30,240,30
79,240,30,240,30
80,280,30,280,30
81,240,30,240,30
82,120,90,120,90
83,120,30,120,30
84,160,30,160,30
85,120,30,120,30
86,120,30,120,30
87,120,30,120,30
88,120,30,120,30
89,120,30,120,30
90,120,30,120,30
91,200,30,200,30
92,160,120,160,120
93,160,120,160,120
94,240,120,240,120
95,240,120,240,120
96,240,120,240,120
97,200,120,200,120
98,160,30,160,30
99,160,120,160,120
100,200,30,200,30
101,160,30,160,30
102,280,120,280,120
103,160,30,160,30
104,160,30,160,30
105,120,90,120,90
106,120,90,120,90
107,120,90,120,90
108,120,30,120,30
109,280,30,280,30
110,160,30,160,30
111,160,120,160,120
112,200,120,200,120
113,160,30,160,30
114,160,30,160,30
115,360,90,360,90
116,160,30,160,30
117,160,30,160,30
118,160,30,160,30
119,200,30,200,30
120,160,30,160,30
121,120,30,120,30
122,200,30,200,30
123,360,30,360,30
124,120,90,120,90
125,120,90,120,90
126,120,90,120,90
127,120,90,120,90
128,120,90,120,90
129,120,90,120,90
130,240,210,240,210
131,160,210,160,210
132,280,210,280,210
133,160,120,160,120
134,160,120,160,120
135,160,120,160,120
136,160,120,160,120
137,160,30,160,30
138,160,30,160,30
139,240,30,240,30
140,160,30,160,30
141,280,30,280,30
142,160,30,160,30
143,160,30,160,30
144,160,30,160,30
145,200,30,200,30
146,160,30,160,30
147,240,30,240,30
148,160,30,160,30
149,240,30,240,30
150,200,30,200,30
151,280,30,280,30
152,120,30,120,30
153,160,30,160,30
154,160,30,160,30
155,320,210,320,210
156,200,210,200,210
157,160,210,160,210
158,280,210,280,210
159,240,210,240,210
160,160,210,160,210
161,240,210,240,210
162,160,210,160,210
163,240,210,240,210
164,280,210,280,210
165,160,210,160,210
166,320,210,320,210
167,280,210,280,210
168,280,210,280,210
169,160,210,160,210
170,160,210,160,210
171,360,210,360,210
172,320,210,320,210
173,160,210,160,210
174,160,210,160,210
175,80,210,80,210
176,240,210,240,210
177,160,210,160,210
178,240,210,240,210
179,240,210,240,210
180,160,210,160,210
181,200,30,200,30
182,160,30,160,30
183,160,30,160,30
184,160,210,160,210
185,160,210,160,210
186,200,210,200,210
187,160,210,160,210
188,200,210,200,210
189,160,210,160,210
190,160,210,160,210
191,160,210,160,210
192,160,210,160,210
193,200,210,200,210
194,240,210,240,210
195,160,210,160,210
196,160,210,160,210
197,120,210,120,210
198,160,210,160,210
199,160,210,160,210
200,160,210,160,210
201,160,210,160,210
202,160,210,160,210
203,160,210,160,210
204,160,210,160,210
205,160,210,160,210
206,200,210,200,210
207,160,210,160,210
208,160,210,160,210
209,160,210,160,210
210,160,30,160,30
211,160,30,160,30
212,160,30,160,30
213,200,30,200,30
214,240,120,240,120
215,160,120,160,120
216,240,120,240,120
217,160,30,160,30
218,160,30,160,30
219,160,30,160,30
220,160,30,160,30
221,240,30,240,30
222,240,120,240,120
223,200,30,200,30
224,320,30,320,30
225,160,30,160,30
226,200,30,200,30
227,200,210,200,210
228,200,210,200,210
229,160,210,160,210
230,240,30,240,30
231,200,120,200,120
232,160,120,160,120
233,160,30,160,30
234,240,30,240,30
235,320,30,320,30
236,240,120,240,120
237,200,120,200,120
238,240,120,240,120
239,200,120,200,120
240,160,30,160,30
241,160,210,160,210
242,160,210,160,210
243,160,210,160,210
244,160,210,160,210
245,160,210,160,210
246,160,210,160,210
247,160,210,160,210
248,240,210,240,210
249,160,210,160,210
250,160,30,160,30
251,280,210,280,210
252,200,210,200,210
253,120,30,120,30
254,160,120,160,120
255,240,210,240,210
256,160,210,160,210
257,200,210,200,210
258,160,210,160,210
259,200,210,200,210
260,240,210,240,210
261,240,210,240,210
262,160,210,160,210
263,240,210,240,210
264,200,210,200,210
265,160,210,160,210
266,120,90,120,90
267,160,210,160,210
268,120,30,120,30
269,120,30,120,30
270,160,30,160,30
271,200,30,200,30
272,120,30,120,30
273,120,30,120,30
274,360,30,360,30
275,320,30,320,30
276,160,120,160,120
277,120,120,120,120
278,160,120,160,120
279,120,120,120,120
280,120,30,120,30
281,120,30,120,30
282,120,30,120,30
283,120,30,120,30
284,120,120,120,120
285,120,120,120,120
286,120,120,120,120
287,160,120,160,120
288,200,120,200,120
289,120,120,120,120
290,200,120,200,120
291,120,120,120,120
292,160,120,160,120
293,120,120,120,120
294,120,120,120,120
295,160,120,160,120
296,120,120,120,120
297,120,120,120,120
298,160,120,160,120
299,120,90,120,90
300,120,90,120,90
301,120,90,120,90
302,120,90,120,90
303,120,90,120,90
304,120,90,120,90
305,200,210,200,210
306,120,30,120,30
307,160,30,160,30
308,120,30,120,30
309,120,30,120,30
310,120,30,120,30
311,240,120,240,120
312,160,120,160,120
313,200,30,200,30
314,200,120,200,120
315,160,30,160,30
316,120,30,120,30
317,120,30,120,30
318,200,30,200,30
319,200,30,200,30
320,280,30,280,30
321,120,30,120,30
322,120,30,120,30
323,120,30,120,30
324,120,30,120,30
325,120,120,120,120
326,200,30,200,30
327,120,30,120,30
328,320,120,320,120
329,240,30,240,30
330,120,30,120,30
331,120,30,120,30
332,160,30,160,30
333,160,30,160,30
334,120,30,120,30
335,200,30,200,30
336,160,30,160,30
337,120,30,120,30
338,240,30,240,30
339,200,30,200,30
340,280,30,280,30
341,200,30,200,30
342,160,30,160,30
343,120,30,120,30
344,120,30,120,30
345,120,30,120,30
346,120,30,120,30
347,120,30,120,30
348,120,30,120,30
349,120,30,120,30
350,120,30,120,30
351,120,30,120,30
352,120,30,120,30
353,120,30,120,30
354,120,30,120,30
355,120,30,120,30
356,120,90,120,90
357,120,30,120,30
358,160,30,160,30
359,120,30,120,30
360,120,30,120,30
361,120,30,120,30
362,120,30,120,30
363,120,30,120,30
364,120,30,120,30
365,120,30,120,30
366,120,30,120,30
367,120,30,120,30
368,200,30,200,30
369,120,30,120,30
370,120,30,120,30
371,240,210,240,210
372,240,210,240,210
373,200,210,200,210
374,80,210,80,210
375,200,120,200,120
376,200,120,200,120
377,40,210,40,210
378,120,90,120,90
379,240,90,240,90
380,240,30,240,30
381,240,30,240,30
382,240,30,240,30
383,120,30,120,30
384,120,30,120,30
385,160,30,160,30
386,160,30,160,30
387,160,30,160,30
388,160,30,160,30
389,120,120,120,120
390,120,120,120,120
391,120,120,120,120
392,160,120,160,120
393,200,90,200,90
394,200,90,200,90
395,200,90,200,90
396,200,90,200,90
397,120,120,120,120
398,240,210,240,210
399,240,210,240,210
400,120,30,120,30
401,160,30,160,30
402,240,120,240,120
403,240,120,240,120
404,120,90,120,90
405,160,120,160,120
406,120,120,120,120
407,120,120,120,120
408,120,120,120,120
409,120,120,120,120
410,120,120,120,120
411,120,90,120,90
412,120,90,120,90
413,120,90,120,90
414,120,90,120,90
415,120,90,120,90
416,120,90,120,90
417,120,90,120,90
418,120,90,120,90
419,120,90,120,90
420,120,90,120,90
421,200,210,200,210
422,160,210,160,210
423,120,210,120,210
424,120,210,120,210
425,160,210,160,210
426,200,30,200,30
427,200,30,200,30
428,160,30,160,30
429,120,30,120,30
430,200,30,200,30
431,240,30,240,30
432,200,120,200,120
433,120,90,120,90
434,120,90,120,90
435,240,210,240,210
436,320,210,320,210
437,280,210,280,210
438,320,210,320,210
439,160,30,160,30
440,200,210,200,210
441,200,210,200,210
442,120,210,120,210
443,200,210,200,210
444,200,210,200,210
445,240,120,240,120
446,200,120,200,120
447,120,30,120,30
448,120,30,120,30
449,200,90,200,90
450,160,90,160,90
451,160,90,160,90
452,160,90,160,90
453,160,210,160,210
454,200,210,200,210
455,120,30,120,30
456,160,30,160,30
457,160,120,160,120
458,160,120,160,120
459,120,30,120,30
460,160,210,160,210
461,160,30,160,30
462,160,30,160,30
463,160,210,160,210
464,200,210,200,210
465,120,30,120,30
466,120,30,120,30
467,120,30,120,30
468,120,30,120,30
469,200,30,200,30
470,320,210,320,210
471,160,210,160,210
472,200,210,200,210
473,160,210,160,210
474,200,30,200,30
475,160,30,160,30
476,200,30,200,30
477,160,30,160,30
478,280,120,280,120
479,160,30,160,30
480,200,120,200,120
481,200,120,200,120
482,160,30,160,30
483,160,210,160,210
484,160,210,160,210
485,160,210,160,210
486,160,210,160,210
487,120,30,120,30
488,120,30,120,30
489,160,30,160,30
490,160,30,160,30
491,160,30,160,30
492,200,30,200,30
493,160,30,160,30
494,160,30,160,30
495,200,30,200,30
496,280,120,280,120
497,200,30,200,30
498,200,30,200,30
499,200,120,200,120
500,200,120,200,120
501,160,120,160,120
502,160,210,160,210
503,160,210,160,210
504,120,210,120,210
505,120,210,120,210
506,160,210,160,210
507,240,120,240,120
508,200,120,200,120
509,160,120,160,120
510,200,120,200,120
511,240,210,240,210
512,200,210,200,210
513,160,210,160,210
514,200,210,200,210
515,160,210,160,210
516,200,210,200,210
517,160,210,160,210
518,160,210,160,210
519,320,210,320,210
520,200,210,200,210
521,160,210,160,210
522,160,210,160,210
523,200,210,200,210
524,160,210,160,210
525,280,210,280,210
526,120,210,120,210
527,120,210,120,210
528,120,210,120,210
529,120,210,120,210
530,120,210,120,210
531,120,210,120,210
532,120,210,120,210
533,120,210,120,210
534,120,210,120,210
535,120,210,120,210
536,120,210,120,210
537,120,210,120,210
538,120,210,120,210
539,240,210,240,210
540,360,210,360,210
541,240,210,240,210
542,200,210,200,210
543,200,120,200,120
544,120,120,120,120
545,120,120,120,120
546,240,30,240,30
547,120,120,120,120
548,120,120,120,120
549,320,120,320,120
550,240,120,240,120
551,160,120,160,120
552,120,120,120,120
553,320,120,320,120
554,160,30,160,30
555,160,30,160,30
556,160,30,160,30
557,160,30,160,30
558,160,30,160,30
559,200,30,200,30
560,200,30,200,30
561,200,30,200,30
562,200,30,200,30
563,200,30,200,30
564,200,30,200,30
565,200,30,200,30
566,120,30,120,30
567,200,210,200,210
568,160,210,160,210
569,160,210,160,210
570,160,210,160,210
571,160,210,160,210
572,160,210,160,210
573,200,210,200,210
574,160,210,160,210
575,160,210,160,210
576,160,210,160,210
577,200,210,200,210
578,200,210,200,210
579,360,210,360,210
580,200,210,200,210
581,200,210,200,210
582,240,210,240,210
583,200,210,200,210
584,280,210,280,210
585,320,210,320,210
586,200,210,200,210
587,200,210,200,210
588,200,210,200,210
589,160,210,160,210
590,160,210,160,210
591,320,210,320,210
592,280,210,280,210
593,280,210,280,210
594,160,210,160,210
595,160,210,160,210
596,160,210,160,210
597,160,210,160,210
598,160,210,160,210
599,320,210,320,210
600,320,210,320,210
601,240,210,240,210
602,200,210,200,210
603,160,210,160,210
604,240,210,240,210
605,120,210,120,210
606,120,210,120,210
607,120,210,120,210
608,120,210,120,210
609,120,210,120,210
610,160,210,160,210
611,160,210,160,210
612,200,210,200,210
613,200,210,200,210
614,200,210,200,210
615,160,210,160,210
616,160,210,160,210
617,160,210,160,210
618,200,210,200,210
619,200,210,200,210
620,240,210,240,210
621,240,210,240,210
622,160,210,160,210
623,160,210,160,210
624,200,210,200,210
625,160,210,160,210
626,200,210,200,210
627,200,210,200,210
628,200,210,200,210
629,200,210,200,210
630,120,210,120,210
631,120,210,120,210
632,120,210,120,210
633,200,210,200,210
634,200,210,200,210
635,240,210,240,210
636,200,210,200,210
637,120,120,120,120
638,160,210,160,210
639,120,210,120,210
640,120,210,120,210
641,200,30,200,30
642,120,210,120,210
643,120,210,120,210
644,120,210,120,210
645,120,210,120,210
646,120,210,120,210
647,120,210,120,210
648,160,210,160,210
649,160,210,160,210
650,160,210,160,210
651,160,210,160,210
652,160,210,160,210
653,120,210,120,210
654,120,210,120,210
655,200,210,200,210
656,160,210,160,210
657,160,210,160,210
658,200,210,200,210
659,160,210,160,210
660,200,210,200,210
661,200,210,200,210
662,160,210,160,210
663,160,210,160,210
664,160,210,160,210
665,120,210,120,210
666,120,210,120,210
667,280,120,280,120
668,120,30,120,30
669,240,120,240,120
670,240,210,240,210
671,120,210,120,210
672,120,210,120,210
673,200,210,200,210
674,120,120,120,120
675,120,120,120,120
676,160,30,160,30
677,120,30,120,30
678,120,30,120,30
679,160,30,160,30
680,200,30,200,30
681,200,30,200,30
682,160,180,160,180
683,120,30,120,30
684,120,30,120,30
685,120,30,120,30
686,120,30,120,30
687,160,210,160,210
688,200,210,200,210
689,160,210,160,210
690,160,210,160,210
691,160,210,160,210
692,160,210,160,210
693,280,210,280,210
694,240,210,240,210
695,240,210,240,210
696,160,210,160,210
697,160,210,160,210
698,200,210,200,210
699,200,210,200,210
700,160,30,160,30
701,120,120,120,120
702,200,30,200,30
703,200,30,200,30
704,120,30,120,30
705,120,30,120,30
706,120,210,120,210
707,120,210,120,210
708,240,210,240,210
709,280,210,280,210
710,200,210,200,210
711,200,210,200,210
712,200,210,200,210
713,160,210,160,210
714,320,210,320,210
715,280,210,280,210
716,240,30,240,30
717,200,210,200,210
718,200,210,200,210
719,160,30,160,30
720,160,30,160,30
721,160,210,160,210
722,160,210,160,210
723,160,210,160,210
724,280,30,280,30
725,160,240,160,240
726,160,270,160,270
727,160,270,160,270
728,160,270,160,270
729,160,180,160,180
730,160,180,160,180
731,160,180,160,180
732,160,270,160,270
733,240,180,240,180
734,360,180,360,180
735,280,180,280,180
736,240,180,240,180
737,160,180,160,180
738,160,180,160,180
739,160,180,160,180
740,160,180,160,180
741,160,180,160,180
742,160,180,160,180
743,160,180,160,180
744,160,180,160,180
745,200,180,200,180
746,160,180,160,180
747,200,180,200,180
748,160,180,160,180
749,160,180,160,180
750,200,270,200,270
751,240,270,240,270
752,240,150,240,150
753,120,180,120,180
754,120,180,120,180
755,120,180,120,180
756,120,180,120,180
757,360,180,360,180
758,160,180,160,180
759,160,180,160,180
760,160,180,160,180
761,200,180,200,180
762,200,180,200,180
763,160,180,160,180
764,160,180,160,180
765,280,150,280,150
766,280,180,280,180
767,320,180,320,180
768,120,180,120,180
769,200,270,200,270
770,160,270,160,270
771,160,180,160,180
772,160,180,160,180
773,160,180,160,180
774,160,180,160,180
775,160,180,160,180
776,120,180,120,180
777,160,180,160,180
778,200,180,200,180
779,320,60,320,60
780,160,270,160,270
781,160,180,160,180
782,200,180,200,180
783,120,270,120,270
784,120,180,120,180
785,120,180,120,180
786,120,180,120,180
787,120,180,120,180
788,160,180,160,180
789,160,180,160,180
790,160,180,160,180
791,120,240,120,240
792,320,270,320,270
793,200,180,200,180
794,120,180,120,180
795,160,180,160,180
796,240,270,240,270
797,120,180,120,180
798,120,270,120,270
799,160,180,160,180
800,160,180,160,180
801,160,180,160,180
802,200,180,200,180
803,160,180,160,180
804,160,180,160,180
805,240,180,240,180
806,240,180,240,180
807,200,180,200,180
808,200,60,200,60
809,200,180,200,180
810,160,180,160,180
811,200,180,200,180
812,200,180,200,180
813,200,180,200,180
814,160,180,160,180
815,120,180,120,180
816,120,180,120,180
817,120,180,120,180
818,120,180,120,180
819,160,180,160,180
820,120,180,120,180
821,120,180,120,180
822,200,270,200,270
823,160,270,160,270
824,200,270,200,270
825,160,270,160,270
826,160,270,160,270
827,160,270,160,270
828,160,270,160,270
829,280,180,280,180
830,160,270,160,270
831,200,270,200,270
832,160,270,160,270
833,240,180,240,180
834,200,180,200,180
835,80,180,80,180
836,240,180,240,180
837,200,180,200,180
838,160,180,160,180
839,200,180,200,180
840,120,270,120,270
841,120,270,120,270
842,160,270,160,270
843,160,270,160,270
844,120,180,120,180
845,120,180,120,180
846,120,180,120,180
847,160,180,160,180
848,200,180,200,180
849,200,270,200,270
850,200,270,200,270
851,280,270,280,270
852,280,270,280,270
853,240,270,240,270
854,200,270,200,270
855,160,270,160,270
856,120,270,120,270
857,120,270,120,270
858,120,270,120,270
859,120,270,120,270
860,120,270,120,270
861,120,270,120,270
862,120,270,120,270
863,120,270,120,270
864,200,270,200,270
865,120,270,120,270
866,120,270,120,270
867,120,270,120,270
868,120,270,120,270
869,120,270,120,270
870,160,270,160,270
871,200,270,200,270
872,160,270,160,270
873,120,270,120,270
874,120,270,120,270
875,200,270,200,270
876,200,270,200,270
877,400,120,400,120
878,280,120,280,120
879,240,30,240,30
880,240,30,240,30
881,240,30,240,30
882,320,120,320,120
883,280,120,280,120
884,320,120,320,120
885,320,120,320,120
886,280,270,280,270
887,120,270,120,270
888,160,270,160,270
889,160,270,160,270
890,200,270,200,270
891,200,270,200,270
892,200,270,200,270
893,240,270,240,270
894,200,270,200,270
895,160,270,160,270
896,160,270,160,270
897,160,270,160,270
898,160,270,160,270
899,200,270,200,270
900,160,180,160,180
901,160,30,160,30
902,160,120,160,120
903,120,120,120,120
904,200,30,200,30
905,320,120,320,120
906,160,210,160,210
907,120,270,120,270
908,120,210,120,210
909,240,30,240,30
910,120,180,120,180
911,320,120,320,120
912,280,210,280,210
913,120,180,120,180
914,280,30,280,30
915,240,120,240,120
916,240,120,240,120
917,280,30,280,30
918,240,210,240,210
919,200,270,200,270
920,200,180,200,180
921,360,180,360,180
922,200,180,200,180
923,280,180,280,180
924,160,270,160,270
925,160,270,160,270
926,160,270,160,270
927,120,270,120,270
928,160,270,160,270
929,160,270,160,270
930,120,270,120,270
931,240,30,240,30
932,280,120,280,120
933,160,210,160,210
934,160,210,160,210
935,200,210,200,210
936,160,210,160,210
937,280,180,280,180
938,200,180,200,180
939,240,210,240,210
940,240,270,240,270
941,120,120,120,120
942,160,120,160,120
943,240,30,240,30
944,200,180,200,180
945,240,180,240,180
946,160,180,160,180
947,200,270,200,270
948,160,270,160,270
949,320,270,320,270
950,280,210,280,210
951,240,210,240,210
952,160,180,160,180
953,160,270,160,270
954,400,270,400,270
955,120,270,120,270
956,320,30,320,30
957,280,0,280,0
958,280,210,280,210
959,440,180,440,180
960,280,210,280,210
961,120,210,120,210
962,240,0,240,0
963,240,180,240,180
964,400,180,400,180
965,280,180,280,180
966,400,180,400,180
967,160,30,160,30
968,240,210,240,210
969,360,180,360,180
970,240,180,240,180
971,240,180,240,180
972,280,180,280,180
973,320,180,320,180
974,240,180,240,180
975,320,180,320,180
976,240,180,240,180
977,280,180,280,180
978,200,180,200,180
979,400,180,400,180
980,360,180,360,180
981,280,180,280,180
982,240,180,240,180
983,360,180,360,180
984,240,180,240,180
985,320,180,320,180
986,440,180,440,180
987,200,210,200,210
988,320,210,320,210
989,160,210,160,210
990,200,120,200,120
991,200,120,200,120
992,200,120,200,120
993,200,120,200,120
994,200,120,200,120
995,240,30,240,30
996,240,30,240,30
997,240,30,240,30
998,240,30,240,30
999,280,30,280,30
1000,280,210,280,210
1001,240,210,240,210
1002,400,30,400,30
1003,480,30,480,30
1004,240,210,240,210
1005,360,210,360,210
1006,240,210,240,210
1007,280,210,280,210
1008,240,210,240,210
1009,320,210,320,210
1010,320,210,320,210
1011,280,210,280,210
1012,240,210,240,210
1013,160,210,160,210
1014,320,210,320,210
1015,240,210,240,210
1016,280,210,280,210
1017,280,210,280,210
1018,240,210,240,210
1019,200,210,200,210
1020,240,210,240,210
1021,280,210,280,210
1022,200,210,200,210
1023,280,210,280,210
1024,320,210,320,210
1025,320,210,320,210
1026,200,210,200,210
1027,200,210,200,210
1028,200,210,200,210
1029,240,210,240,210
1030,280,210,280,210
1031,160,210,160,210
1032,160,210,160,210
1033,280,210,280,210
1034,200,210,200,210
1035,240,210,240,210
1036,280,210,280,210
1037,120,210,120,210
1038,280,210,280,210
1039,240,210,240,210
1040,200,210,200,210
1041,200,210,200,210
1042,360,210,360,210
1043,280,210,280,210
1044,440,210,440,210
1045,160,210,160,210
1046,120,210,120,210
1047,200,210,200,210
1048,200,210,200,210
1049,160,210,160,210
1050,240,210,240,210
1051,320,210,320,210
1052,80,210,80,210
1053,280,210,280,210
1054,240,210,240,210
1055,360,210,360,210
1056,440,270,440,270
1057,320,270,320,270
1058,240,210,240,210
1059,240,210,240,210
1060,280,210,280,210
