condition_model,PCSDesc,criticality_model,CRITICAL_SCR
0,0.2,0,0.5222000121999999
0,0.25,0,0.438
0,0.25,0,0.438
0,0.25,0,0.6555
0,0.25,0,0.6555
0,0.25,0,0.4588999939
0,0.25,0,0.4588999939
0,0.25,0,0.4059499817
0,0.25,0,0.3068999939
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7189000244
0,0.25,0,0.7640999756
0,0.25,0,0.6577999878
0,0.25,0,0.6577999878
0,0.25,0,0.6577999878
0,0.25,0,0.4956000061
0,0.25,0,0.4956000061
0,0.25,0,0.6075
0,0.25,0,0.6075
0,0.0,0,0.675
0,0.0,0,0.675
0,0.25,0,0.5224499512
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.585
0,0.25,0,0.43364999390000003
0,0.0,0,0.675
0,0.0,0,0.675
0,0.25,0,0.5076000061
0,0.2,0,0.6525
0,0.2,0,0.63
0,0.25,0,0.43364999390000003
0,0.25,0,0.5680999756
0,0.25,0,0.4725
0,0.05,0,0.6463999634
0,0.05,0,0.6463999634
0,0.25,0,0.4939999695
0,0.25,0,0.4939999695
0,0.1,0,0.63
0,0.25,0,0.48879995730000003
0,0.05,0,0.6463999634
0,0.25,0,0.5453999634000001
0,0.25,0,0.5102999878
0,0.25,0,0.4725
0,0.25,0,0.4725
0,0.25,0,0.55025
0,0.25,0,0.4614999695
0,0.25,0,0.4614999695
0,0.25,0,0.3815999756
0,0.25,0,0.4614999695
0,0.25,0,0.4630499878
0,0.25,0,0.5487999878
0,0.25,0,0.5487999878
0,0.25,0,0.4630499878
0,0.25,0,0.4630499878
0,0.25,0,0.4630499878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.3772999878
0,0.25,0,0.363
0,0.25,0,0.3772999878
0,0.05,0,0.7195499878
0,0.05,0,0.76775
0,0.05,0,0.80925
0,0.05,0,0.7195499878
0,0.05,0,0.459
0,0.05,0,0.459
0,0.05,0,0.459
0,0.0,0,0.4896000061
0,0.0,0,0.4896000061
0,0.0,0,0.6688500366
0,0.35,0,0.50625
0,0.25,0,0.49375
0,0.25,0,0.7411499634000001
0,0.25,0,0.6164000244
0,0.25,0,0.6164000244
0,0.25,0,0.6164000244
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.25,0,0.7411499634000001
0,0.15,0,0.4928000183
0,0.05,0,0.80925
0,0.05,0,0.459
0,0.0,0,0.5605499878000001
0,0.25,0,0.55025
0,0.25,0,0.497
0,0.25,0,0.5334000244
0,0.1,0,0.8015499268
0,0.1,0,0.64
0,0.1,0,0.62
0,0.1,0,0.62
0,0.25,0,0.396
0,0.25,0,0.48879995730000003
0,0.25,0,0.6
0,0.25,0,0.7640999756
0,0.25,0,0.5616000365999999
0,0.25,0,0.5656000365999999
0,0.25,0,0.47319998170000005
0,0.25,0,0.4056000366
0,0.25,0,0.46575
0,0.25,0,0.4347000122
0,0.05,0,0.7933500365999999
0,0.3,0,0.6285
0,0.3,0,0.378
0,0.35,0,0.5471499634
0,0.25,0,0.30875
0,0.15,0,0.5292000121999999
0,0.05,0,0.5108999634
0,0.25,0,0.3968999634
0,0.35,0,0.5050499878
0,0.3,0,0.5656000365999999
0,0.25,0,0.4157999878
0,0.25,0,0.4646000366
0,0.1,0,0.67025
0,0.05,0,0.6001000366
0,0.05,0,0.5698500366
0,0.05,0,0.5698500366
0,0.05,0,0.6423499756
0,0.35,0,0.589
0,0.05,0,0.6435
0,0.05,0,0.7195499878
0,0.05,0,0.6688500366
0,0.05,0,0.7933500365999999
0,0.05,0,0.74175
0,0.05,0,0.6220500488
0,0.25,0,0.505
0,0.25,0,0.5481000366
0,0.35,0,0.5640500488
0,0.15,0,0.7635
0,0.15,0,0.6616999512
0,0.15,0,0.6265999756
0,0.0,0,0.624
0,0.35,0,0.6287999878
0,0.15,0,0.5727000122
0,0.1,0,0.5808000488
0,0.25,0,0.5656000365999999
0,0.25,0,0.48480001829999997
0,0.3,0,0.4725
0,0.25,0,0.4724999695
0,0.2,0,0.63
0,0.2,0,0.5222000121999999
0,0.1,0,0.69225
0,0.1,0,0.74025
0,0.1,0,0.656
0,0.25,0,0.6305
0,0.25,0,0.6264000244
0,0.25,0,0.6187999878
0,0.05,0,0.686
0,0.25,0,0.3391499939
0,0.25,0,0.4847999878
0,0.25,0,0.5186999512
0,0.25,0,0.462
0,0.3,0,0.41225
0,0.25,0,0.4332000122
0,0.25,0,0.5853499756
0,0.25,0,0.5853499756
0,0.4,0,0.2703999939
0,0.05,0,0.6382999878000001
0,0.35,0,0.432
0,0.25,0,0.4674000244
0,0.35,0,0.4104000244
0,0.25,0,0.4015
0,0.05,0,0.8003999634000001
0,0.25,0,0.6555000609999999
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.6310499878000001
0,0.25,0,0.4185999756
0,0.3,0,0.522
0,0.25,0,0.36224996950000005
0,0.25,0,0.4185999756
0,0.3,0,0.522
0,0.25,0,0.6310499878000001
0,0.25,0,0.3831999817
0,0.05,0,0.7003499756
0,0.05,0,0.6001000366
0,0.05,0,0.5698500366
0,0.25,0,0.4991000366
0,0.25,0,0.5278000488
0,0.25,0,0.47789999390000004
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.54625
0,0.25,0,0.39610000609999996
0,0.25,0,0.523
0,0.25,0,0.523
0,0.25,0,0.546
0,0.25,0,0.7097999267999999
0,0.25,0,0.7413999634
0,0.25,0,0.7413999634
0,0.25,0,0.7413999634
0,0.05,0,0
0,0.05,0,0
0,0.05,0,0
0,0.05,0,0
0,0.25,0,0.5405999756
0,0.25,0,0.675
0,0.25,0,0.5928000488
0,0.25,0,0.5928000488
0,0.25,0,0.5928000488
0,0.25,0,0.5928000488
0,0.25,0,0.5928000488
0,0.25,0,0.5300999756
0,0.3,0,0.5995499268
0,0.3,0,0.5575499267999999
0,0.25,0,0.5300999756
0,0.05,0,0
0,0.25,0,0.559
0,0.25,0,0.42944998170000004
0,0.25,0,0.57375
0,0.05,0,0
0,0.25,0,0.5875999756
0,0.05,0,0
0,0.25,0,0.3267000122
0,0.25,0,0.5300999756
0,0.25,0,0.4182000122
0,0.25,0,0.3267000122
0,0.25,0,0.3186000061
0,0.25,0,0.3186000061
0,0.25,0,0.3186000061
0,0.25,0,0.3186000061
0,0.25,0,0.3186000061
0,0.25,0,0.491
0,0.25,0,0.491
0,0.25,0,0.6488500366
0,0.25,0,0.6488500366
0,0.25,0,0.675
0,0.25,0,0.3267000122
0,0.25,0,0.5300999756
0,0.25,0,0.5300999756
0,0.25,0,0.3267000122
0,0.25,0,0.3267000122
0,0.25,0,0.495
0,0.25,0,0.495
0,0.25,0,0.45219998170000003
0,0.05,0,0.8472000122
0,0.25,0,0.6754000244
0,0.25,0,0.4094999695
0,0.25,0,0.8242000121999999
0,0.25,0,0.8545499878
0,0.05,1,1.10925
0,0.25,0,0.916499939
0,0.05,1,1.10925
0,0.25,0,0.6765
0,0.25,0,0.57375
0,0.25,0,0.38325
0,0.25,0,0.8843500366
0,0.25,0,0.8843500366
0,0.25,0,0.8843500366
0,0.25,0,0.726
0,0.05,1,1.1311999510000001
0,0.05,1,1.1311999510000001
0,0.25,0,0.726
0,0.25,0,0.726
0,0.05,1,1.1311999510000001
0,0.25,0,0.38325
0,0.25,0,0.8843500366
0,0.25,0,0.8843500366
0,0.25,0,0.8843500366
0,0.25,0,0.9425
0,0.25,0,0.9425
0,0.25,0,0.38325
0,0.25,0,0.3968999634
0,0.25,0,0.8544500732
0,0.25,0,0.8544500732
0,0.3,0,0.632
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.4714499817
0,0.25,0,0.8349000244
0,0.25,0,0.8349000244
0,0.25,0,0.945
0,0.25,0,0.945
0,0.25,0,0.726
0,0.25,0,0.6765
0,0.25,0,0.6765
0,0.25,0,0.48535000609999995
0,0.25,0,0.48535000609999995
0,0.25,0,0.48535000609999995
0,0.25,0,0.6765
0,0.25,0,0.6765
0,0.25,0,0.6765
0,0.25,0,0.6765
0,0.25,0,0.5413499756
0,0.25,0,0.5413499756
0,0.25,0,0.6000999756
0,0.25,0,0.945
0,0.25,0,0.6393499756
0,0.25,0,0.6765
0,0.25,0,0.3068999939
0,0.25,0,0.5300999756
0,0.25,0,0.662
0,0.25,0,0.8349000244
0,0.25,0,0.945
0,0.25,0,0.945
0,0.25,0,0.726
0,0.25,0,0.6393499756
0,0.25,0,0.726
0,0.25,0,0.726
0,0.25,0,0.726
0,0.25,0,0.73
0,0.25,0,0.8843500366
0,0.25,0,0.6765
0,0.25,0,0.6765
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.57375
0,0.25,0,0.5125499878
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.7535
0,0.25,0,0.3068999939
0,0.25,0,0.3068999939
0,0.25,0,0.4714499817
0,0.25,0,0.4714499817
0,0.25,0,0.49244998170000004
0,0.25,0,0.5741999512
0,0.25,0,0.5741999512
0,0.25,0,0.5741999512
0,0.25,0,0.4578999939
0,0.25,0,0.7267000121999999
0,0.25,0,0.7267000121999999
0,0.25,0,0.6027999878000001
0,0.25,0,0.4578999939
0,0.25,0,0.4578999939
0,0.25,0,0.6027999878000001
0,0.25,0,0.6027999878000001
0,0.25,0,0.6302000122
0,0.25,0,0.6302000122
0,0.25,0,0.449
0,0.25,0,0.5163499756
0,0.25,0,0.4265500183
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5063999939
0,0.25,0,0.40410000609999996
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.05,0,0.7125999756
0,0.25,0,0.7510999756
0,0.25,0,0.7510999756
0,0.25,0,0.8512000122
0,0.25,0,0.39510000609999996
0,0.25,0,0.39510000609999996
0,0.05,0,0.7006999512
0,0.25,0,0.42939999390000005
0,0.25,0,0.42939999390000005
0,0.05,0,0.7006999512
0,0.25,0,0.42939999390000005
0,0.25,0,0.5029499817
0,0.05,0,0.67375
0,0.05,0,0.7006999512
0,0.25,0,0.6877000122
0,0.25,0,0.6877000122
0,0.05,0,0.67375
0,0.05,0,0.67375
0,0.25,0,0.8512000122
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
0,0.25,0,0.46724996950000003
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.25,0,0.46724996950000003
0,0.05,0,0.6468000488
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.55775
0,0.25,0,0.5140500488
0,0.25,0,0.5344499511999999
0,0.25,0,0.5795999756
0,0.25,0,0.5795999756
0,0.25,0,0.5388000488
0,0.25,0,0.55775
0,0.25,0,0.5727000122
0,0.25,0,0.5103999939
0,0.25,0,0.5140500488
0,0.25,0,0.5140500488
0,0.25,0,0.7202000122
0,0.25,0,0.5388000488
0,0.25,0,0.945
0,0.25,0,0.945
0,0.25,0,0.55775
0,0.25,0,0.5100000305
0,0.25,0,0.5100000305
0,0.25,0,0.5525
0,0.25,0,0.5525
0,0.25,0,0.425
0,0.25,0,0.5795999756
0,0.25,0,0.5267000122
0,0.25,0,0.5335999755999999
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.5335999755999999
0,0.25,0,0.4462499695
0,0.25,0,0.41789999390000004
0,0.25,0,0.41789999390000004
0,0.25,0,0.5267000122
0,0.25,0,0.48875
0,0.25,0,0.48875
0,0.25,0,0.48875
0,0.25,0,0.5335999755999999
0,0.25,0,0.6003000488
0,0.25,0,0.5335999755999999
0,0.25,0,0.4462499695
0,0.25,0,0.48875
0,0.25,0,0.8596000366
0,0.25,0,0.8596000366
0,0.25,0,0.8596000366
0,0.25,0,0.40410000609999996
0,0.25,0,0.4221000061
0,0.25,0,0.5853499756
0,0.25,0,0.45810000609999996
0,0.25,0,0.5344499511999999
0,0.25,0,0.5152000122
0,0.25,0,0.5152000122
0,0.25,0,0.5842000122
0,0.25,0,0.5842000122
0,0.25,0,0.40089999390000003
0,0.25,0,0.4221000061
0,0.25,0,0.40089999390000003
0,0.25,0,0.40089999390000003
0,0.25,0,0.40089999390000003
0,0.25,0,0.5344499511999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.5612000121999999
0,0.25,0,0.4388999939
0,0.25,0,0.4388999939
0,0.25,0,0.4388999939
0,0.25,0,0.3681000061
0,0.25,0,0.40089999390000003
0,0.25,0,0.45810000609999996
0,0.25,0,0.48875
0,0.25,0,0.48875
0,0.25,0,0.5229000244
0,0.25,0,0.5163499756
0,0.25,0,0.5163499756
0,0.25,0,0.56125
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.25,0,0.42944998170000004
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.4714499817
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.56125
0,0.25,0,0.56125
0,0.25,0,0.56125
0,0.25,0,0.5344499511999999
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.945
0,0.25,0,0.582
0,0.25,0,0.425
0,0.25,0,0.425
0,0.25,0,0.5795999756
0,0.25,0,0.5795999756
0,0.25,0,0.5795999756
0,0.25,0,0.5795999756
0,0.25,0,0.5785
0,0.25,0,0.5785
0,0.25,0,0.4221000061
0,0.25,0,0.5853499756
0,0.25,0,0.4221000061
0,0.25,0,0.5853499756
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.25,0,0.5063999939
0,0.25,0,0.5063999939
0,0.3,0,0.5741999512
0,0.25,0,0.462
0,0.25,0,0.5140500488
0,0.25,0,0.48875
0,0.25,0,0.48875
0,0.25,0,0.3681000061
0,0.25,0,0.5853499756
0,0.25,0,0.5853499756
0,0.25,0,0.45810000609999996
0,0.05,0,0.56125
0,0.05,0,0.7125999756
0,0.05,0,0.7125999756
0,0.25,0,0.40410000609999996
0,0.25,0,0.5525
0,0.25,0,0.47039999390000004
0,0.25,0,0.42944998170000004
0,0.25,0,0.7202000122
0,0.25,0,0.5152000122
0,0.25,0,0.5525
0,0.35,0,0.3735
0,0.25,0,0.5842000122
0,0.25,0,0.5785
0,0.25,0,0.5344499511999999
0,0.25,0,0.48875
0,0.25,0,0.54375
0,0.25,0,0.8512000122
0,0.25,0,0.6877000122
0,0.25,0,0.4714499817
0,0.25,0,0.6302000122
0,0.25,0,0.54375
0,0.25,0,0.54375
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.4462499695
0,0.25,0,0.4462499695
0,0.25,0,0.425
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.4598999939
0,0.25,0,0.35804998779999997
0,0.25,0,0.35804998779999997
0,0.25,0,0.5795999756
0,0.25,0,0.5795999756
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.40089999390000003
0,0.25,0,0.40089999390000003
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.3797999878
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.25,0,0.35804998779999997
0,0.25,0,0.35804998779999997
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.25,0,0.5525
0,0.25,0,0.6003000488
0,0.25,0,0.6003000488
0,0.25,0,0.6003000488
0,0.25,0,0.5525
0,0.25,0,0.5525
0,0.25,0,0.5525
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.449
0,0.25,0,0.449
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.3681000061
0,0.25,0,0.3681000061
0,0.25,0,0.5727000122
0,0.25,0,0.42939999390000005
0,0.25,0,0.42939999390000005
0,0.05,0,0.6468000488
0,0.05,0,0.6468000488
0,0.25,0,0.5092499695
0,0.25,0,0.5092499695
0,0.25,0,0.48875
0,0.25,0,0.48875
0,0.25,0,0.4462499695
0,0.25,0,0.4462499695
0,0.25,0,0.509
0,0.25,0,0.5785
0,0.25,0,0.509
0,0.25,0,0.46980001829999996
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.498
0,0.25,0,0.45810000609999996
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.05,0,0.56125
0,0.25,0,0.509
0,0.25,0,0.47039999390000004
0,0.25,0,0.509
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.3402000122
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.25,0,0.4015
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.25,0,0.5103999939
0,0.25,0,0.5103999939
0,0.25,0,0.56125
0,0.25,0,0.56125
0,0.25,0,0.5543000488000001
0,0.25,0,0.5543000488000001
0,0.25,0,0.5163499756
0,0.25,0,0.5163499756
0,0.05,0,0.6871500244000001
0,0.05,0,0.6871500244000001
0,0.05,0,0.52925
0,0.05,0,0.52925
0,0.25,0,0.5525
0,0.25,0,0.5163499756
0,0.25,0,0.5163499756
0,0.25,0,0.5163499756
0,0.25,0,0.47039999390000004
0,0.25,0,0.47039999390000004
0,0.25,0,0.45810000609999996
0,0.2,0,0.5599000244
0,0.2,0,0.5599000244
0,0.25,0,0.5785
0,0.25,0,0.5785
0,0.05,0,0.4432999878
0,0.05,0,0.4432999878
0,0.25,0,0.40410000609999996
0,0.25,0,0.40410000609999996
0,0.25,0,0.509
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.45810000609999996
0,0.25,0,0.40410000609999996
0,0.05,0,0.5925
0,0.05,0,0.5925
0,0.05,0,0.6466500244
0,0.05,0,0.5925
0,0.05,0,0.5925
0,0.05,0,0.5925
0,0.05,0,0.5925
0,0.25,0,0.5140500488
0,0.25,0,0.7202000122
0,0.25,0,0.4462499695
0,0.25,0,0.4462499695
0,0.25,0,0.5140500488
0,0.25,0,0.5140500488
0,0.25,0,0.4047999878
0,0.25,0,0.4047999878
0,0.25,0,0.4283999634
0,0.25,0,0.4283999634
0,0.25,0,0.4283999634
0,0.25,0,0.4283999634
0,0.25,0,0.4283999634
0,0.25,0,0.425
0,0.25,0,0.5140500488
0,0.25,0,0.5140500488
0,0.25,0,0.5140500488
0,0.25,0,0.5140500488
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.6264000244
0,0.25,0,0.5100000305
0,0.25,0,0.5100000305
0,0.05,0,0.6832000121999999
0,0.05,0,0.6832000121999999
0,0.05,0,0.6832000121999999
0,0.05,0,0.6832000121999999
0,0.25,0,0.44910000609999995
0,0.05,0,0.6832000121999999
0,0.25,0,0.44910000609999995
0,0.25,0,0.44910000609999995
0,0.05,0,0.6144000244
0,0.25,0,0.5029499817
0,0.25,0,0.5029499817
0,0.05,0,0.7006999512
0,0.25,0,0.365
0,0.25,0,0.365
0,0.25,0,0.5344499511999999
0,0.25,0,0.5344499511999999
0,0.05,0,0.7006999512
0,0.05,0,0.7006999512
0,0.05,0,0.7006999512
0,0.05,0,0.67375
0,0.05,0,0.67375
0,0.05,0,0.67375
0,0.25,0,0.5525
0,0.25,0,0.5525
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.551
0,0.05,0,0.5102999878
0,0.05,0,0.49275
0,0.05,0,0.49275
0,0.05,0,0.6108000488
0,0.05,0,0.49275
0,0.25,0,0.40410000609999996
0,0.25,0,0.40410000609999996
0,0.15,0,0.6285999756
0,0.15,0,0.6285999756
0,0.15,0,0.6285999756
0,0.05,0,0.712
0,0.05,0,0.712
0,0.25,0,0.5115
0,0.25,0,0.5115
0,0.05,0,0.507
0,0.05,0,0.507
0,0.05,0,0.507
0,0.25,0,0.5575499878000001
0,0.25,0,0.5575499878000001
0,0.25,0,0.5100000305
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.25,0,0.3968999634
0,0.1,0,0.6935999756
0,0.25,0,0.679
0,0.25,0,0.4939999695
0,0.25,0,0.4939999695
0,0.25,0,0.4939999695
0,0.3,0,0.6003000488
0,0.25,0,0.5388000488
0,0.25,0,0.5388000488
0,0.15,0,0.6336499999999999
0,0.15,0,0.5544000244
0,0.15,0,0.6336499999999999
0,0.15,0,0.5544000244
0,0.15,0,0.6264000244
0,0.15,0,0.6264000244
